sent
1	Кстати	0 кстати CONJ Prnt
5875	Моральный	0 моральный ADJF masc sing nomn
5876	вред	0 вред NOUN masc inan sing nomn
5877	с	0 с PREP
5878	правом	0 право NOUN neut inan sing ablt
5879	передачи	0 передача NOUN femn inan sing gent
5880	--	0 -- PNCT
5880	2	0 2 NUMR
5881	.	0 . PNCT
/sent
sent
5881	06	0 06 NUMR
5882	.	0 . PNCT
5882	07	0 07 NUMR
5883	.	0 . PNCT
5883	2004	0 2004 NUMR
/sent
sent
5884	Длина	0 длина NOUN femn inan sing nomn
5885	его	0 его ADJF Apro
5886	полых	0 полый ADJF plur gent
5887	трехгранных	0 трехгранный ADJF plur gent
5888	стеблей	0 стебель NOUN masc inan plur gent
5889	достигает	0 достигать VERB impf intr sing actv pres 3per indc
5890	60	0 60 NUMR
5891	-	0 - PNCT
5891	90	0 90 NUMR
5892	см	0 сантиметр NOUN masc inan plur gent
5893	,	0 , PNCT
5893	а	0 а CONJ
5894	увенчаны	0 увенчать PRTS perf plur pssv past
5895	они	0 они ADJF Apro Subx plur 3per nomn
5896	раскидистыми	0 раскидистый ADJF plur ablt
5897	соцветиями	0 соцветие NOUN neut inan plur ablt
5898	-	0 - PNCT
5898	метёлками	0 метелка NOUN femn inan plur ablt
5899	.	0 . PNCT
/sent
sent
5899	Сегодня	0 сегодня ADVB
5900	выпускается	0 выпускаться VERB impf intr sing pres 3per indc
5901	с	0 с PREP
5902	восьмью	0 восемь NUMR ablt
5903	двигателями	0 двигатель NOUN masc inan plur ablt
5904	:	0 : PNCT
5904	четырьмя	0 четыре NUMR ablt
5905	бензиновыми	0 бензиновый ADJF plur ablt
5906	1	0 1 NUMR
5907	,	0 , PNCT
5907	2	0 2 NUMR
5908	л	0 литр NOUN masc inan sing gent
5909	(	0 ( PNCT
5909	40	0 40 NUMR
5910	и	0 и CONJ
5911	47	0 47 NUMR
5912	кВт	0 кВт NOUN masc inan Fixd plur gent
5913	)	0 ) PNCT
5914	,	0 , PNCT
5915	1	0 1 NUMR
5916	,	0 , PNCT
5916	4	0 4 NUMR
5917	л	0 литр NOUN masc inan sing gent
5918	(	0 ( PNCT
5918	55	0 55 NUMR
5919	и	0 и CONJ
5920	74	0 74 NUMR
5921	кВт	0 кВт NOUN masc inan Fixd plur gent
5922	)	0 ) PNCT
5922	и	0 и CONJ
5923	четырьмя	0 четыре NUMR ablt
5924	дизелями	0 дизель NOUN masc inan plur ablt
5925	--	0 -- PNCT
5925	1	0 1 NUMR
5926	,	0 , PNCT
5926	9	0 9 NUMR
5927	л	0 литр NOUN masc inan sing gent
5928	без	0 без PREP
5929	наддува	0 наддув NOUN masc inan sing gent
5930	(	0 ( PNCT
5930	47	0 47 NUMR
5931	кВт	0 кВт NOUN masc inan Fixd plur gent
5932	)	0 ) PNCT
5933	,	0 , PNCT
5934	1	0 1 NUMR
5935	,	0 , PNCT
5935	4	0 4 NUMR
5936	л	0 литр NOUN masc inan sing gent
5937	с	0 с PREP
5938	наддувом	0 наддув NOUN masc inan sing ablt
5939	(	0 ( PNCT
5939	55	0 55 NUMR
5940	кВт	0 кВт NOUN masc inan Fixd plur gent
5941	)	0 ) PNCT
5941	и	0 и CONJ
5942	1	0 1 NUMR
5943	,	0 , PNCT
5943	9	0 9 NUMR
5944	л	0 литр NOUN masc inan sing gent
5945	с	0 с PREP
5946	наддувом	0 наддув NOUN masc inan sing ablt
5947	(	0 ( PNCT
5947	74	0 74 NUMR
5948	и	0 и CONJ
5949	96	0 96 NUMR
5950	кВт	0 кВт NOUN masc inan Fixd plur gent
5951	)	0 ) PNCT
5952	.	0 . PNCT
/sent
sent
5953	Интересно	0 интересно PRED
5954	было	0 быть VERB impf intr actv neut sing past indc
5955	наблюдать	0 наблюдать INFN impf tran actv
5956	,	0 , PNCT
5956	как	0 как CONJ
5957	дети	0 ребенок NOUN masc anim plur nomn
5958	растут	0 расти VERB impf intr actv plur pres 3per indc
5959	и	0 и CONJ
5960	физически	0 физически ADVB
5961	,	0 , PNCT
5961	и	0 и CONJ
5962	духовно	0 духовно ADVB
5963	,	0 , PNCT
5963	как	0 как CONJ
5964	приобретают	0 приобретать VERB impf tran plur actv pres 3per indc
5965	мастерство	0 мастерство NOUN neut inan sing accs
5966	,	0 , PNCT
5966	как	0 как CONJ
5967	расширяется	0 расширяться VERB impf intr sing pres 3per indc
5968	их	0 их ADJF Apro
5969	репертуар	0 репертуар NOUN masc inan sing nomn
5970	.	0 . PNCT
/sent
sent
5970	Начальная	0 начальный ADJF femn sing nomn
5971	фаза	0 фаза NOUN femn inan sing nomn
5972	каждого	0 каждый ADJF Apro masc sing gent
5973	из	0 из PREP
5974	фрагментов	0 фрагмент NOUN masc inan plur gent
5975	определяется	0 определяться VERB impf intr sing pres 3per indc
5976	передаваемыми	0 передаваемый ADJF plur ablt
5977	двоичными	0 двоичный ADJF plur ablt
5978	данными	0 данные NOUN plur ablt
5979	и	0 и CONJ
5980	равна	0 равный ADJS femn sing
5981	0	0 0 NUMR
5982	или	0 или CONJ
5983	π	0 π PNCT
5984	.	0 . PNCT
/sent
sent
5985	Если	0 если CONJ
5986	вы	0 вы ADJF Apro Subx plur 2per nomn
5987	согласны	0 согласный ADJS plur
5988	на	0 на PREP
5989	эту	0 этот ADJF Apro femn sing accs
5990	"	0 " PNCT
5990	услугу	0 услуга NOUN femn inan sing accs
5991	"	0 " PNCT
5992	,	0 , PNCT
5993	то	0 то CONJ
5994	через	0 через PREP
5995	неделю	0 неделя NOUN femn inan sing accs
5996	в	0 в PREP
5997	самом	0 самый ADJF Apro neut sing loct
5998	деле	0 дело NOUN neut inan sing loct
5999	получите	0 получить VERB perf tran plur actv futr 2per indc
6000	завизированный	0 завизировать PRTF perf tran masc sing accs pssv past
6001	по	0 по PREP
6002	всем	0 весь ADJF Apro plur datv
6003	правилам	0 правило NOUN neut inan plur datv
6004	текст	0 текст NOUN masc inan sing accs
6005	"	0 " PNCT
6005	интервью	0 интервью NOUN neut inan Fixd sing gent
6006	"	0 " PNCT
6007	,	0 , PNCT
6008	но	0 но CONJ
6009	все	0 весь ADJF Apro plur nomn
6010	неудобные	0 неудобный ADJF plur nomn
6011	вопросы	0 вопрос NOUN masc inan plur nomn
6012	в	0 в PREP
6013	нём	0 оно ADJF Apro Subx neut sing 3per loct
6014	будут	0 быть VERB impf intr actv plur futr 3per indc
6015	заменены	0 заменить PRTS perf plur pssv past
6016	на	0 на PREP
6017	нейтральные	0 нейтральный ADJF plur accs inan
6018	.	0 . PNCT
/sent
sent
6018	Это	0 это ADJF Apro Subx neut sing nomn
6019	было	0 быть VERB impf intr actv neut sing past indc
6020	опасно	0 опасный ADJS neut sing
6021	,	0 , PNCT
6021	потому	0 потому ADVB Ques
6022	что	0 что CONJ
6023	опытный	0 опытный ADJF masc sing nomn
6024	игрок	0 игрок NOUN masc anim sing nomn
6025	при	0 при PREP
6026	постоянном	0 постоянный ADJF neut sing loct
6027	везении	0 везение NOUN neut inan sing loct
6028	своего	0 свой ADJF Apro masc sing gent
6029	соперника	0 соперник NOUN masc anim sing gent
6030	всегда	0 всегда ADVB Ques
6031	почувствует	0 почувствовать VERB perf tran sing actv futr 3per indc
6032	неладное	0 неладное NOUN neut inan sing accs
6033	.	0 . PNCT
/sent
sent
6033	В	0 в PREP
6034	клубе	0 клуб NOUN masc inan sing loct
6035	желающих	0 желающий NOUN masc anim plur accs
6036	научат	0 научить VERB perf tran plur actv futr 3per indc
6037	летать	0 летать INFN impf intr actv
6038	не	0 не PRCL
6039	только	0 только PRCL
6040	на	0 на PREP
6041	одномоторных	0 одномоторный ADJF plur loct
6042	самолётах	0 самолет NOUN masc inan plur loct
6043	,	0 , PNCT
6043	но	0 но CONJ
6044	и	0 и CONJ
6045	на	0 на PREP
6046	вертолёте	0 вертолет NOUN masc inan sing loct
6047	«	0 « PNCT
6047	Ми	0 Ми NOUN masc inan Fixd sing nomn
6048	-	0 - PNCT
6048	2	0 2 NUMR
6049	»	0 » PNCT
6050	,	0 , PNCT
6051	серийных	0 серийный ADJF plur loct
6052	планёрах	0 планер NOUN masc inan plur loct
6053	и	0 и CONJ
6054	прыгать	0 прыгать INFN impf intr actv
6055	с	0 с PREP
6056	парашютом	0 парашют NOUN masc inan sing ablt
6057	.	0 . PNCT
/sent
sent
6057	В	0 в PREP
6058	интервью	0 интервью NOUN neut inan Fixd sing loct
6059	газете	0 газета NOUN femn inan sing datv
6060	"	0 " PNCT
6060	Время	0 время NOUN neut inan sing nomn
6061	новостей	0 новость NOUN femn inan plur gent
6062	"	0 " PNCT
6062	главнокомандующий	0 главнокомандующий NOUN masc anim sing nomn
6063	ВВС	0 ВВС NOUN Fixd plur ablt
6064	генерал-полковник	0 генерал-полковник NOUN masc anim sing nomn
6065	Владимир	0 Владимир NOUN masc anim sing nomn
6066	Михайлов	0 Михайлов NOUN masc anim sing nomn
6067	,	0 , PNCT
6067	отвечая	0 отвечать GRND impf intr actv pres
6068	на	0 на PREP
6069	вопрос	0 вопрос NOUN masc inan sing accs
6070	о	0 о PREP
6071	системе	0 система NOUN femn inan sing loct
6072	воздушно-космической	0 воздушно-космический ADJF femn sing gent
6073	обороны	0 оборона NOUN femn inan sing gent
6074	,	0 , PNCT
6074	отметил	0 отметить VERB perf tran masc sing actv past indc
6075	,	0 , PNCT
6075	что	0 что CONJ
6076	она	0 она ADJF Apro Subx femn sing 3per nomn
6077	объединит	0 объединить VERB perf tran sing actv futr 3per indc
6078	силы	0 сила NOUN femn inan plur accs
6079	и	0 и CONJ
6080	средства	0 средство NOUN neut inan plur accs
6081	всех	0 весь ADJF Apro plur gent
6082	видов	0 вид NOUN masc inan plur gent
6083	Вооружённых	0 вооруженный ADJF plur gent
6084	сил	0 сила NOUN femn inan plur gent
6085	для	0 для PREP
6086	борьбы	0 борьба NOUN femn inan sing gent
6087	со	0 со PREP
6088	средствами	0 средство NOUN neut inan plur ablt
6089	воздушно-космического	0 воздушно-космический ADJF neut sing gent
6090	нападения	0 нападение NOUN neut inan sing gent
6091	в	0 в PREP
6092	воздухе	0 воздух NOUN masc inan sing loct
6093	и	0 и CONJ
6094	космосе	0 космос NOUN masc inan sing loct
6095	.	0 . PNCT
/sent
sent
6095	ГЛАВНАЯ	0 главный ADJF femn sing nomn
6096	ТЕМА	0 тема NOUN femn inan sing nomn
6097	|	0 | PNCT
6097	почвопокровные	0 почвопокровный ADJF plur nomn
6098	растения	0 растение NOUN neut inan plur nomn
/sent
sent
6099	Мы	0 мы ADJF Apro Subx plur 1per nomn
6100	считаем	0 считать VERB impf tran plur actv pres 1per indc
6101	,	0 , PNCT
6101	что	0 что CONJ
6102	принятие	0 принятие NOUN neut inan sing nomn
6103	резолюции	0 резолюция NOUN femn inan sing gent
6104	без	0 без PREP
6105	учёта	0 учет NOUN masc inan sing gent
6106	позиции	0 позиция NOUN femn inan sing gent
6107	заинтересованных	0 заинтересовать PRTF perf tran plur gent pssv past
6108	сторон	0 сторона NOUN femn inan plur gent
6109	противоречило	0 противоречить VERB impf intr actv neut sing past indc
6110	бы	0 бы PRCL
6111	целям	0 цель NOUN femn inan plur datv
6112	урегулирования	0 урегулирование NOUN neut inan sing gent
6113	,	0 , PNCT
6113	самой	0 сам ADJF Apro femn sing datv
6114	его	0 его ADJF Apro
6115	«	0 « PNCT
6115	философии	0 философия NOUN femn inan sing datv
6116	»	0 » PNCT
6117	.	0 . PNCT
/sent
sent
6118	Трагедия	0 трагедия NOUN femn inan sing nomn
6119	,	0 , PNCT
6119	которую	0 который ADJF Apro femn sing accs
6120	можно	0 можно PRED
6121	было	0 быть VERB impf intr actv neut sing past indc
6122	предвидеть	0 предвидеть INFN impf tran actv
6123	.	0 . PNCT
/sent
sent
6123	В	0 в PREP
6124	то	0 тот ADJF Apro neut sing accs inan
6125	же	0 же PRCL
6126	время	0 время NOUN neut inan sing accs
6127	естественный	0 естественный ADJF masc sing nomn
6128	и	0 и CONJ
6129	повсеместно	0 повсеместно ADVB
6130	практикуемый	0 практиковать PRTF impf tran masc sing nomn pssv pres
6131	приём	0 прием NOUN masc inan sing nomn
6132	оценивания	0 оценивание NOUN neut inan sing gent
6133	знаний	0 знание NOUN neut inan plur gent
